ARTICULO;MODELO;EAN;SUBFAMILIA;NOMBRE_SUBFAMILIA;DESCRIPCION;MARCA;PRECIO;STOCK;PVPR;IVA_TECNO;OBSOLETO;CANONDIGITAL;FAMILIA;NOMBREFAMILIA;ART_EXCLU_E;NOMBRECARACTERISTICA;VALOR;NOMBRECARACTERISTICA1;VALOR1;NOMBRECARACTERISTICA2;VALOR2;NOMBRECARACTERISTICA3;VALOR3;NOMBRECARACTERISTICA4;VALOR4;NOMBRECARACTERISTICA5;VALOR5;NOMBRECARACTERISTICA6;VALOR6;NOMBRECARACTERISTICA7;VALOR7;URLIMAGEN
01171415;HTF 540DGG7;6901018072697;FRS;FRIGORIFICO AMERICANO;HTF 540DGG7;HAIER;1026,04;0;1753,502360; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Gris;Altura;1900;Ancho;908;Profundidad;648; ; ; ; ;https://integra.hepecasa.es/01/01171415.jpg
01171426;HLC8400WH;8434778007626;HNN;HORNO COMPACTO;HLC8400WH;TEKA;312,89;1;534,729010; ; ;0;01;GAMA BLANCA; ;Altura;455;Ancho;595;Profundidad;559;Tipo de horno;Horno eléctrico;Color;Blanco;Clase eficiencia energetica;A+;Total capacidad interior, horno;44 L;Funcion Autolimpieza;Si;https://integra.hepecasa.es/01/01171426.jpg
01171462;DS75160N;8436044533938;CAM;CAMPANA DECORATIVA;DS75160N;ORBEGOZO;257,44;0;439,964960; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Ancho;595;Max. Capacidad Extracc.;579 m³/h;Numero de velocidades;3;Clase eficiencia energetica;D;Nivel de ruido;67 DB;Consumo energetico; ;https://integra.hepecasa.es/01/01171462.jpg
01171547;EES47310L;7332543673032;LVI;LAVAVAJILLAS INTEGRABLES;EES-47310L;ELECTROLUX;378,37;31;646,634330; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Altura; ;Ancho; ;Profundidad; ;Color; ;Clase eficiencia energetica; ;3ª Bandeja; ;Wifi Ctrol; ;https://integra.hepecasa.es/01/01171547.jpg
01171605;A4FE742CPJ;6901018072666;FRO;FRIGORIFICO COMBI;A4FE742CPJ;HAIER;880,73;0;1505,167570; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Altura;1905;Ancho;700;Profundidad;676;Wifi Ctrol; ;Clase eficiencia energetica;E;https://integra.hepecasa.es/01/01171605.jpg
01171622;ES050-5;4057749093752;TER;TERMO ELECTRICO;ES050-5;BOSCH;120,85;0;206,532650; ; ;0;01;GAMA BLANCA; ;Tipo de combustible; ;Color; ;Clase eficiencia energetica; ;Capacidad de reserva de agua; ;Potencia maxima; ;Pres. max. Funcionamiento; ;Colocacion compatible; ;Ajustes de termostato; ;https://integra.hepecasa.es/01/01171622.jpg
01171635; ;;CHP;CONJUNTO DE HORNO Y PLACA;CONJUNTO RI360C+IFW6530WH;INDESIT;291,21;0;497,677890; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01171635.jpg
01171693;T560S12D31;4057749890030;CAL;CALENTADOR DE AGUA;T560S12D31;BOSCH;328,33;0;561,115970; ; ;0;01;GAMA BLANCA; ;Agua caliente;SI;Tipo de combustible;BUTANO;Color; ;Clase eficiencia energetica; ;tipo de encendido; ;Dimensiones (An x Prof x Al); ;Potencia maxima; ;Colocacion compatible; ;https://integra.hepecasa.es/01/01171693.jpg
01171714; ;4054925831887;CLD;CALDERA;ZWBE-25/30-3C NAT;JUNKERS;1314,93;0;2247,215370; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01171714.jpg
01171717;HCB6435PSS;8434778001945;HNO;HORNO ENCASTRE;HCB-6435P SS INOX     (TN);TEKA;280,16;0;478,793440; ; ;0;01;GAMA BLANCA; ;Altura;595;Ancho;595;Profundidad;559;Tipo de horno;Horno eléctrico;Color;Acero inoxidable;Clase eficiencia energetica;A;Total capacidad interior, horno;70 L;Funcion Autolimpieza;Si;https://integra.hepecasa.es/01/01171717.jpg
01171777;KITMULTICOOK;8421152150184;AAM;ACCESORIO DE GAMA BLANCA;KITMULTICOOK;TEKA;90,10;0;153,9809; ; ;0;01;GAMA BLANCA; ;Color;Negro, Rojo;Productos compatibles; ;Materiales; ;Tipo de aparatos; ;Peso; ;Ancho; ; ; ; ; ;https://integra.hepecasa.es/01/01171777.jpg
01171783;MTP978DCROMO;8413509220251;GFO;GRIFO;MTP978DCROMO;TEKA;81,18;0;138,736620; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01171783.jpg
01171784;ZENITRS151C;8434778004687;FRG;FREGADERO;ZENITRS151C;TEKA;187,14;0;319,822260; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho;600;Color;Acero inoxidable;profundidad primer cuenco;20 cm;Num. orificios; ;dimension primer cuenco;500 x 400 mm;profundidad segundo cuenco; ;dimension segundo cuenco; ;https://integra.hepecasa.es/01/01171784.jpg
01171793;MG209WSBLANCO;8434778010619;HMC;HORNO MICROONDAS;MG 209 WS BLANCO "MASTER";TEKA;55,91;0;95,550190; ; ;0;01;GAMA BLANCA;M;Capacidad interior;20L;Color;BLANCO;Potencia microondas;700W;Niveles Potencia;5;Grill;1000W;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al);440X334X259;https://integra.hepecasa.es/01/01171793.jpg
01171819;RS15 2C 580;8434778004281;FRG;FREGADERO;RS15 2C 580;TEKA;231,03;0;394,830270; ; ;0;01;GAMA BLANCA; ;Altura;440;Ancho;440;Color;Acero inoxidable;profundidad primer cuenco;20 cm;Num. orificios; ;dimension primer cuenco;340 x 400 mm;profundidad segundo cuenco;20 cm;dimension segundo cuenco;180 x 400 mm;https://integra.hepecasa.es/01/01171819.jpg
01171820;TR4110BL1 ;8017709176648;COC;COCINA;TR4110BL1;SMEG;2937,57;0;5020,307130; ; ;0;01;GAMA BLANCA; ;Color;NEGRO;Altura;910;Ancho;1100;Horno incluido;SI;Numero de zonas coccion;7 zona(s);Clase eficiencia energetica;A;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01171820.jpg
01171821;KT110BLE;8017709211691;CAM;CAMPANA DECORATIVA;KT110BLE;SMEG;734,40;0;1255,0896; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Ancho;1100;Max. Capacidad Extracc.;820 m³/h;Numero de velocidades;3;Clase eficiencia energetica;A;Nivel de ruido;63 dB;Consumo energetico; ;https://integra.hepecasa.es/01/01171821.jpg
01171827;MIG2042;8436044538919;HMC;HORNO MICROONDAS;MIG2042;ORBEGOZO;54,78;0;93,619020; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Negro, Rojo;Potencia microondas;700 W;Niveles Potencia;10;Grill;Si;Grill Power;900 W;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01171827.jpg
01171878;PROCLEAN4010;8435484015462;HMC;HORNO MICROONDAS;PROCLEAN4010;CECOTEC;48,54;3;82,954860; ; ;0;01;GAMA BLANCA; ;Capacidad interior;23 L;Color;Blanco;Potencia microondas;700 W;Niveles Potencia;6;Grill; ;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01171878.jpg
01171884;BRISAPLUS;7612985650977;AAM;ACCESORIO DE GAMA BLANCA;BRISAPLUS;MEPAMSA;8,31;0;14,201790; ; ;0;01;GAMA BLANCA; ;Color;Negro;Productos compatibles; ;Materiales; ;Tipo de aparatos; ;Peso; ;Ancho; ; ; ; ; ;https://integra.hepecasa.es/01/01171884.jpg
01171888;GZC75330XBB;8434778006773;ENC;ENCIMERA A GAS;GZC75330XBB;TEKA;296,10;0;506,0349; ; ;0;01;GAMA BLANCA; ;Altura;50;Ancho;700;Tipo Gas;Encimera de gas;Profundidad;510;Numero de zonas coccion;5 zona(s);Color;Negro;Clase eficiencia energetica; ;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01171888.jpg
01171906;RS152740;8434778004427;FRG;FREGADERO;RS152740;TEKA;176,92;0;302,356280; ; ;0;01;GAMA BLANCA; ;Altura;200;Ancho;440;Color;Acero inoxidable;profundidad primer cuenco;20 cm;Num. orificios; ;dimension primer cuenco;440 x 310 mm;profundidad segundo cuenco; ;dimension segundo cuenco; ;https://integra.hepecasa.es/01/01171906.jpg
01171908;CG72NB;8437004003867;ENC;ENCIMERA A GAS;CG72NB;VITROKITCHEN;301,35;0;515,007150; ; ;0;01;GAMA BLANCA; ;Altura;33;Ancho;680;Tipo Gas;Encimera de gas;Profundidad;500;Numero de zonas coccion;5 zona(s);Color;Negro;Clase eficiencia energetica; ;Tipo de control;Giratorio;https://integra.hepecasa.es/01/01171908.jpg
01171920;E542INOX;5604409146946;COC;COCINA;E542INOX;MEIRELES;359,20;0;613,8728; ; ;0;01;GAMA BLANCA; ;Color;BLANCO;Altura;850;Ancho;600;Horno incluido;SI;Numero de zonas coccion;4 zona(s);Clase eficiencia energetica;A;Tipo Gas;Encimera de gas;Grill; ;https://integra.hepecasa.es/01/01171920.jpg
01171950;PRIAMIDEPLUS90X;7612985649827;CAM;CAMPANA DECORATIVA;PRIAMIDEPLUS90X;MEPAMSA;105,09;4;179,598810; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Ancho;895;Max. Capacidad Extracc.;290 m³/h;Numero de velocidades;3;Clase eficiencia energetica;C;Nivel de ruido;64 dB;Consumo energetico; ;https://integra.hepecasa.es/01/01171950.jpg
01172038;MI218;8435568400801;HMC;HORNO MICROONDAS;MI218;ORBEGOZO;42,77;66;73,093930; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Negro, Acero inoxidable;Potencia microondas;700 W;Niveles Potencia;6;Grill; ;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al);446X243X353;https://integra.hepecasa.es/01/01172038.jpg
01172042;1809;8435025718098;CAS;CAMPANA CLASICA CONVENCIONAL;1809;NODOR;83,17;0;142,137530; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Altura;140;Ancho;600;Max. Capacidad Extracc.;180 m³/h;Clase eficiencia energetica;F;Numero de velocidades;3;Nivel de ruido;45 dB;https://integra.hepecasa.es/01/01172042.jpg
01172044;E542XNAT;5604409146953;COC;COCINA;E542XNAT;MEIRELES;359,20;0;613,8728; ; ;0;01;GAMA BLANCA; ;Color; ;Altura;850;Ancho;600;Horno incluido; ;Numero de zonas coccion;4 zona(s);Clase eficiencia energetica;A;Tipo Gas;Encimera de gas;Grill; ;https://integra.hepecasa.es/01/01172044.jpg
